Name	Description	K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
32440	ENSG00000087053.14	MTMR2	10.1468
9746	ENSG00000114742.9	WDR48	10.1465
6890	ENSG00000114988.7	LMAN2L	10.1459
13765	ENSG00000138802.7	SEC24B	10.1459
11485	ENSG00000169860.4	P2RY1	10.1446
48117	ENSG00000105127.4	AKAP8	10.1376
43024	ENSG00000223496.1	EXOSC6	10.1348
20289	ENSG00000112096.12	SOD2	10.1339
43628	ENSG00000074356.12	C17orf85	10.1282
3791	ENSG00000094975.9	SUCO	10.1269
3656	ENSG00000143157.7	POGK	10.1179
37881	ENSG00000012983.7	MAP4K5	10.1101
1916	ENSG00000162623.11	TYW3	10.1062
50518	ENSG00000101003.8	GINS1	10.1035
41866	ENSG00000157106.12	SMG1	10.0995
51678	ENSG00000256073.2	C21orf119	10.099
29133	ENSG00000108175.12	ZMIZ1	10.0971
19690	ENSG00000153975.5	ZUFSP	10.0931
28969	ENSG00000107738.15	C10orf54	10.0908
45552	ENSG00000108443.9	RPS6KB1	10.0853
36241	ENSG00000133104.8	SPG20	10.0806
52260	ENSG00000099910.12	KLHL22	10.0792
45666	ENSG00000266173.1	STRADA	10.0763
18028	ENSG00000217275.2	RP1-34B20.4	10.0719
25000	ENSG00000155097.7	ATP6V1C1	10.0719
26872	ENSG00000157303.6	SUSD3	10.0701
49365	ENSG00000105559.7	PLEKHA4	10.0688
4115	ENSG00000116747.8	TROVE2	10.066
38435	ENSG00000119669.3	IRF2BPL	10.066
2759	ENSG00000215784.4	FAM72D	10.0638
13593	ENSG00000163110.10	PDLIM5	10.0629
49056	ENSG00000160570.9	DEDD2	10.0627
37068	ENSG00000126226.17	PCID2	10.0569
12619	ENSG00000151552.7	QDPR	10.0515
36967	ENSG00000151287.12	TEX30	10.0504
37857	ENSG00000165525.13	NEMF	10.0498
4294	ENSG00000058668.10	ATP2B4	10.0488
9341	ENSG00000157014.6	TATDN2	10.0486
8263	ENSG00000187699.6	C2orf88	10.0457
54296	ENSG00000147168.8	IL2RG	10.0413
34021	ENSG00000198001.9	IRAK4	10.0401
20468	ENSG00000164818.11	HEATR2	10.0381
49747	ENSG00000105619.9	TFPT	10.0379
5976	ENSG00000119878.5	CRIPT	10.0299
36282	ENSG00000120685.15	PROSER1	10.0276
54794	ENSG00000101844.13	ATG4A	10.0271
6475	ENSG00000115350.7	POLE4	10.0267
49257	ENSG00000169515.5	CCDC8	10.0214
18990	ENSG00000168116.9	KIAA1586	10.021
11898	ENSG00000078070.7	MCCC1	10.0023
47465	ENSG00000079313.7	REXO1	10.0012
54974	ENSG00000177485.6	ZBTB33	9.99741
3302	ENSG00000116580.14	GON4L	9.99494
29365	ENSG00000198060.5	MARCH5	9.99483
42009	ENSG00000090905.13	TNRC6A	9.99421
5773	ENSG00000115760.9	BIRC6	9.99369
43814	ENSG00000170004.12	CHD3	9.99307
5248	ENSG00000151353.10	TMEM18	9.99287
47790	ENSG00000130803.10	ZNF317	9.99025
29602	ENSG00000107872.8	FBXL15	9.98726
40338	ENSG00000140416.15	TPM1	9.98497
25817	ENSG00000147874.6	HAUS6	9.98289
18928	ENSG00000112146.12	FBXO9	9.97823
46327	ENSG00000177426.16	TGIF1	9.97782
42239	ENSG00000103496.10	STX4	9.97708
48106	ENSG00000105135.11	ILVBL	9.97558
39552	ENSG00000260053.2	ABCB10P4	9.97321
4341	ENSG00000133059.12	DSTYK	9.97117
45101	ENSG00000125319.10	C17orf53	9.96864
16600	ENSG00000072364.8	AFF4	9.96201
37847	ENSG00000168282.4	MGAT2	9.96175
23061	ENSG00000196453.7	ZNF777	9.95939
16748	ENSG00000120725.8	SIL1	9.95892
21192	ENSG00000146676.5	PURB	9.95358
27363	ENSG00000136940.9	PDCL	9.95175
34501	ENSG00000135469.9	COQ10A	9.9461
9501	ENSG00000129810.10	SGOL1	9.94539
1827	ENSG00000162594.10	IL23R	9.94368
5943	ENSG00000138032.16	PPM1B	9.94327
1039	ENSG00000116497.13	S100PBP	9.9426
48640	ENSG00000153885.10	KCTD15	9.9417
18671	ENSG00000124615.13	MOCS1	9.9409
15721	ENSG00000253816.2	RP11-1415C14.3	9.93875
35474	ENSG00000139410.10	SDSL	9.9379
16595	ENSG00000164403.10	SHROOM1	9.93705
27417	ENSG00000136933.12	RABEPK	9.9364
47528	ENSG00000088256.4	GNA11	9.93327
31480	ENSG00000149476.10	DAK	9.92925
516	ENSG00000037637.6	FBXO42	9.92537
34642	ENSG00000111110.7	PPM1H	9.92373
9881	ENSG00000011376.5	LARS2	9.92151
18216	ENSG00000204681.6	GABBR1	9.92076
43704	ENSG00000029725.12	RABEP1	9.91667
1109	ENSG00000092847.6	AGO1	9.90663
53182	ENSG00000075240.12	GRAMD4	9.9037
3283	ENSG00000160753.11	RUSC1	9.9029
7750	ENSG00000080345.13	RIF1	9.89665
10749	ENSG00000144827.4	ABHD10	9.89576
2	ENSG00000227232.4	WASH7P	9.89355
45372	ENSG00000108826.11	MRPL27	9.89052
7990	ENSG00000233762.2	AC007969.5	9.88626
45554	ENSG00000189050.10	RNFT1	9.88561
45016	ENSG00000141699.6	FAM134C	9.87978
13510	ENSG00000172493.16	AFF1	9.87873
34467	ENSG00000123353.5	ORMDL2	9.87867
44090	ENSG00000131899.6	LLGL1	9.87612
26572	ENSG00000119138.3	KLF9	9.87252
20081	ENSG00000227681.1	RP11-307P5.1	9.87082
32667	ENSG00000150787.3	PTS	9.87006
35245	ENSG00000017427.11	IGF1	9.86757
13814	ENSG00000138660.7	AP1AR	9.86343
7115	ENSG00000135968.15	GCC2	9.86309
42257	ENSG00000103490.13	PYCARD	9.86292
29352	ENSG00000107854.5	TNKS2	9.86152
26981	ENSG00000136925.10	TSTD2	9.86091
46134	ENSG00000141577.9	AZI1	9.86022
163	ENSG00000157881.9	PANK4	9.8596
5632	ENSG00000138018.13	EPT1	9.85774
45104	ENSG00000168591.11	TMUB2	9.85697
15342	ENSG00000113638.8	TTC33	9.85606
6090	ENSG00000115355.11	CCDC88A	9.85162
49012	ENSG00000142039.3	CCDC97	9.84863
31998	ENSG00000214530.3	STARD10	9.84545
50961	ENSG00000124160.7	NCOA5	9.84223
55050	ENSG00000009694.9	TENM1	9.84195
28982	ENSG00000148719.10	DNAJB12	9.83979
17541	ENSG00000050748.13	MAPK9	9.8321
18704	ENSG00000137166.10	FOXP4	9.82727
34359	ENSG00000012822.11	CALCOCO1	9.82664
14840	ENSG00000188002.6	RP11-43F13.1	9.82591
12390	ENSG00000132406.7	TMEM128	9.82513
5423	ENSG00000169016.12	E2F6	9.82335
5815	ENSG00000171055.10	FEZ2	9.82078
53422	ENSG00000046651.10	OFD1	9.81978
51704	ENSG00000159110.15	IFNAR2	9.81734
45738	ENSG00000154229.7	PRKCA	9.81574
20803	ENSG00000122591.7	FAM126A	9.81434
35738	ENSG00000184992.10	BRI3BP	9.80795
41922	ENSG00000011638.6	TMEM159	9.80757
30594	ENSG00000133818.8	RRAS2	9.80475
33333	ENSG00000111652.5	COPS7A	9.80199
3276	ENSG00000160767.16	FAM189B	9.7959
19567	ENSG00000135596.13	MICAL1	9.79464
31539	ENSG00000185085.2	INTS5	9.79163
16643	ENSG00000152700.9	SAR1B	9.78637
6334	ENSG00000059728.6	MXD1	9.78202
46016	ENSG00000129657.10	SEC14L1	9.78143
29864	ENSG00000120008.11	WDR11	9.78053
37520	ENSG00000092330.11	TINF2	9.77879
5399	ENSG00000115761.11	NOL10	9.77635
38162	ENSG00000258289.3	CHURC1	9.77241
27100	ENSG00000095209.7	TMEM38B	9.76018
713	ENSG00000007968.6	E2F2	9.75948
34586	ENSG00000123297.12	TSFM	9.75858
15893	ENSG00000245556.2	CTD-2037K23.2	9.75818
45769	ENSG00000171634.12	BPTF	9.75538
25556	ENSG00000167700.4	MFSD3	9.75077
18088	ENSG00000096654.11	ZNF184	9.74673
27526	ENSG00000160445.6	ZER1	9.74433
37028	ENSG00000088448.10	ANKRD10	9.74187
42072	ENSG00000188603.12	CLN3	9.73496
28271	ENSG00000099246.12	RAB18	9.73468
19527	ENSG00000081087.10	OSTM1	9.73464
14717	ENSG00000251165.1	F11-AS1	9.72874
25624	ENSG00000080608.9	KIAA0020	9.72166
29526	ENSG00000107566.9	ERLIN1	9.72037
25509	ENSG00000178209.10	PLEC	9.71992
11829	ENSG00000121864.5	ZNF639	9.71756
30426	ENSG00000158042.8	MRPL17	9.71635
38758	ENSG00000183576.8	SETD3	9.71475
2196	ENSG00000067334.9	DNTTIP2	9.71425
40424	ENSG00000166938.8	DIS3L	9.71338
49330	ENSG00000268001.1	CTC-241F20.3	9.71005
43768	ENSG00000132522.11	GPS2	9.70936
35470	ENSG00000186815.8	TPCN1	9.70768
52633	ENSG00000180957.13	PITPNB	9.70662
49197	ENSG00000007047.10	MARK4	9.706
2627	ENSG00000134247.9	PTGFRN	9.70394
12124	ENSG00000041802.6	LSG1	9.70088
44830	ENSG00000167258.9	CDK12	9.70004
47627	ENSG00000105426.10	PTPRS	9.68872
18755	ENSG00000137171.10	KLC4	9.67934
2081	ENSG00000143013.8	LMO4	9.67868
20482	ENSG00000178381.7	ZFAND2A	9.6764
1588	ENSG00000157184.5	CPT2	9.6738
35852	ENSG00000177192.9	PUS1	9.66812
45129	ENSG00000180329.9	CCDC43	9.66671
24725	ENSG00000176566.3	DCAF4L2	9.66425
47577	ENSG00000077463.10	SIRT6	9.65695
25506	ENSG00000185189.11	NRBP2	9.65549
579	ENSG00000159423.12	ALDH4A1	9.65456
27047	ENSG00000136897.6	MRPL50	9.65351
37844	ENSG00000165501.12	LRR1	9.65172
47624	ENSG00000034063.9	UHRF1	9.65083
37938	ENSG00000100522.4	GNPNAT1	9.64813
18008	ENSG00000124693.2	HIST1H3B	9.6448
40678	ENSG00000140367.7	UBE2Q2	9.64291
22201	ENSG00000106404.9	CLDN15	9.638
54160	ENSG00000188021.7	UBQLN2	9.63665
7062	ENSG00000135974.5	C2orf49	9.6325
28098	ENSG00000148481.9	FAM188A	9.63222
25221	ENSG00000176853.11	FAM91A1	9.62271
722	ENSG00000236810.1	RP5-886K2.3	9.61735
46153	ENSG00000185504.12	C17orf70	9.61659
44464	ENSG00000108262.11	GIT1	9.61552
27832	ENSG00000197070.9	ARRDC1	9.61287
41398	ENSG00000063854.8	HAGH	9.61213
943	ENSG00000116353.11	MECR	9.60984
27794	ENSG00000186193.7	SAPCD2	9.60897
9301	ENSG00000206573.4	SETD5-AS1	9.60603
47340	ENSG00000141759.10	TXNL4A	9.59973
32437	ENSG00000077458.8	FAM76B	9.59936
49489	ENSG00000105472.8	CLEC11A	9.59176
20506	ENSG00000106268.11	NUDT1	9.59097
5874	ENSG00000115904.8	SOS1	9.58899
30636	ENSG00000188211.4	NCR3LG1	9.58851
40797	ENSG00000117899.6	MESDC2	9.58644
912	ENSG00000130772.9	MED18	9.57985
43466	ENSG00000185324.17	CDK10	9.57944
629	ENSG00000158828.5	PINK1	9.57725
50215	ENSG00000125772.8	GPCPD1	9.57459
37746	ENSG00000092208.12	GEMIN2	9.56031
17559	ENSG00000245060.2	LINC00847	9.56023
34480	ENSG00000139531.8	SUOX	9.55244
44438	ENSG00000167536.9	DHRS13	9.55226
41367	ENSG00000090581.5	GNPTG	9.54667
54479	ENSG00000198157.6	HMGN5	9.54159
21606	ENSG00000198874.8	TYW1	9.5395
47691	ENSG00000141968.3	VAV1	9.53882
32073	ENSG00000162139.5	NEU3	9.5379
10124	ENSG00000164088.13	PPM1M	9.53686
39885	ENSG00000243789.6	JMJD7	9.53577
32765	ENSG00000167257.6	RNF214	9.53444
6960	ENSG00000135945.5	REV1	9.5326
43683	ENSG00000108509.16	CAMTA2	9.53116
15578	ENSG00000164181.9	ELOVL7	9.52992
14593	ENSG00000109674.3	NEIL3	9.52844
53086	ENSG00000189306.6	RRP7A	9.52549
11980	ENSG00000244405.3	ETV5	9.51787
7249	ENSG00000146556.10	WASH2P	9.51386
36434	ENSG00000136143.9	SUCLA2	9.50552
54816	ENSG00000101935.5	AMMECR1	9.50433
6628	ENSG00000115548.12	KDM3A	9.50069
39375	ENSG00000170113.11	NIPA1	9.49485
45939	ENSG00000182173.8	TSEN54	9.48893
1293	ENSG00000164010.9	ERMAP	9.48756
29081	ENSG00000165644.6	COMTD1	9.47442
23205	ENSG00000244291.1	C7orf13	9.46971
50734	ENSG00000131043.7	AAR2	9.46448
23052	ENSG00000170260.4	ZNF212	9.46374
31019	ENSG00000135365.11	PHF21A	9.46087
48202	ENSG00000053501.8	USE1	9.46028
27229	ENSG00000148218.11	ALAD	9.46006
3526	ENSG00000158796.12	DEDD	9.45644
33767	ENSG00000133703.7	KRAS	9.45289
40364	ENSG00000103671.5	TRIP4	9.45034
34405	ENSG00000161642.13	ZNF385A	9.44915
29024	ENSG00000107758.11	PPP3CB	9.44886
53184	ENSG00000260708.1	CTA-29F11.1	9.44789
19317	ENSG00000164414.12	SLC35A1	9.44038
8479	ENSG00000138442.5	WDR12	9.43524
37468	ENSG00000235194.4	PPP1R3E	9.43377
38318	ENSG00000133961.15	NUMB	9.43366
12004	ENSG00000221420.2	SNORA81	9.42728
51804	ENSG00000157540.15	DYRK1A	9.42656
43727	ENSG00000108590.6	MED31	9.42359
51238	ENSG00000101181.13	MTG2	9.42355
48307	ENSG00000105705.11	SUGP1	9.42015
29487	ENSG00000155256.13	ZFYVE27	9.41799
34772	ENSG00000135679.17	MDM2	9.41733
13677	ENSG00000109323.4	MANBA	9.41681
46295	ENSG00000101574.10	METTL4	9.41628
47940	ENSG00000196757.3	ZNF700	9.41099
22428	ENSG00000004866.14	ST7	9.40402
37886	ENSG00000151748.10	SAV1	9.4007
12968	ENSG00000109184.10	DCUN1D4	9.40067
24013	ENSG00000147526.15	TACC1	9.39633
15871	ENSG00000164252.8	AGGF1	9.39597
21757	ENSG00000127957.12	PMS2P3	9.39581
35283	ENSG00000171310.6	CHST11	9.39487
23885	ENSG00000104691.10	UBXN8	9.39034
25094	ENSG00000253877.1	RP11-946L20.2	9.38979
27940	ENSG00000108021.15	FAM208B	9.38543
7923	ENSG00000169432.10	SCN9A	9.38433
46940	ENSG00000141627.9	DYM	9.37582
32661	ENSG00000150782.7	IL18	9.36898
54288	ENSG00000230629.2	RPS23P8	9.36448
18571	ENSG00000112039.3	FANCE	9.3578
35401	ENSG00000196850.4	PPTC7	9.35742
49221	ENSG00000177045.6	SIX5	9.35279
11127	ENSG00000017260.15	ATP2C1	9.35256
5715	ENSG00000171103.6	TRMT61B	9.3493
26077	ENSG00000230074.1	RP11-195F19.9	9.34191
31655	ENSG00000110046.8	ATG2A	9.34039
55083	ENSG00000122126.11	OCRL	9.33788
31586	ENSG00000184743.8	ATL3	9.33422
30847	ENSG00000060749.10	QSER1	9.33351
4194	ENSG00000260088.1	RP11-92G12.3	9.33339
23732	ENSG00000147457.9	CHMP7	9.33303
20507	ENSG00000106266.4	SNX8	9.33188
17694	ENSG00000153046.13	CDYL	9.33064
29050	ENSG00000148660.16	CAMK2G	9.32961
25014	ENSG00000164933.7	SLC25A32	9.32514
16327	ENSG00000047188.11	YTHDC2	9.32401
38205	ENSG00000100564.4	PIGH	9.31829
12365	ENSG00000163956.6	LRPAP1	9.31824
39574	ENSG00000034053.10	APBA2	9.31279
21706	ENSG00000106683.10	LIMK1	9.30881
44776	ENSG00000174093.6	RP11-1407O15.2	9.30588
10076	ENSG00000126062.3	TMEM115	9.30458
25546	ENSG00000147804.5	SLC39A4	9.29789
14126	ENSG00000153132.8	CLGN	9.29605
47859	ENSG00000267673.2	FDX1L	9.29598
53229	ENSG00000073169.9	SELO	9.29208
15212	ENSG00000150712.6	MTMR12	9.28998
43758	ENSG00000040633.8	PHF23	9.28926
20012	ENSG00000009844.11	VTA1	9.28873
38014	ENSG00000070367.11	EXOC5	9.28727
15330	ENSG00000153071.10	DAB2	9.28694
14924	ENSG00000124275.10	MTRR	9.28471
38375	ENSG00000119596.13	YLPM1	9.28469
38098	ENSG00000100644.12	HIF1A	9.28311
10203	ENSG00000163946.9	FAM208A	9.28233
29254	ENSG00000261011.1	RP11-96C23.11	9.28211
43903	ENSG00000133028.6	SCO1	9.27792
40609	ENSG00000247240.3	UBL7-AS1	9.27295
40348	ENSG00000140455.12	USP3	9.27281
30225	ENSG00000189398.5	OR7E12P	9.27197
824	ENSG00000117682.12	DHDDS	9.27036
19352	ENSG00000083099.6	LYRM2	9.26489
31548	ENSG00000162222.9	TTC9C	9.26475
5869	ENSG00000188010.8	MORN2	9.2635
52506	ENSG00000250479.4	CHCHD10	9.25639
52137	ENSG00000069998.8	CECR5	9.25351
27223	ENSG00000176386.4	CDC26	9.25218
15634	ENSG00000113597.13	TRAPPC13	9.25084
922	ENSG00000180098.5	TRNAU1AP	9.24932
12181	ENSG00000145107.11	TM4SF19	9.24787
4699	ENSG00000143819.8	EPHX1	9.24511
530	ENSG00000219481.6	NBPF1	9.24323
33799	ENSG00000152944.4	MED21	9.24298
47555	ENSG00000011132.7	APBA3	9.23986
46607	ENSG00000067900.6	ROCK1	9.23892
7328	ENSG00000226479.3	TMEM185B	9.23889
14904	ENSG00000112941.8	PAPD7	9.23475
23211	ENSG00000146909.3	NOM1	9.23271
15325	ENSG00000164327.8	RICTOR	9.2285
23973	ENSG00000147475.10	ERLIN2	9.22459
923	ENSG00000197989.9	SNHG12	9.22202
31630	ENSG00000162302.8	RPS6KA4	9.222
45625	ENSG00000087995.11	METTL2A	9.22077
30092	ENSG00000185187.8	SIGIRR	9.21616
38722	ENSG00000100744.10	GSKIP	9.21377
6403	ENSG00000135632.7	SMYD5	9.21326
1295	ENSG00000164011.13	ZNF691	9.2035
39715	ENSG00000176454.9	LPCAT4	9.20176
21341	ENSG00000239789.1	MRPS17	9.20089
38335	ENSG00000176903.3	PNMA1	9.1994
52820	ENSG00000100281.9	HMGXB4	9.19433
5175	ENSG00000162722.8	TRIM58	9.1939
31883	ENSG00000172927.3	MYEOV	9.1935
4190	ENSG00000162702.7	ZNF281	9.19308
41141	ENSG00000185551.8	NR2F2	9.19208
19332	ENSG00000111880.11	RNGTT	9.18337
17413	ENSG00000048162.15	NOP16	9.18228
12223	ENSG00000214135.4	AC024560.3	9.1806
36304	ENSG00000102738.6	MRPS31	9.17897
47541	ENSG00000105325.9	FZR1	9.17324
12321	ENSG00000068078.13	FGFR3	9.17017
25550	ENSG00000187954.8	CYHR1	9.16798
20866	ENSG00000086300.11	SNX10	9.167
3171	ENSG00000197956.5	S100A6	9.16491
3459	ENSG00000158716.4	DUSP23	9.1631
14128	ENSG00000179387.5	ELMOD2	9.15576
4841	ENSG00000135775.9	COG2	9.15257
2760	ENSG00000196369.6	SRGAP2B	9.15131
48195	ENSG00000131351.10	HAUS8	9.15042
2155	ENSG00000174842.12	GLMN	9.1473
41640	ENSG00000184857.7	TMEM186	9.14216
5591	ENSG00000138031.10	ADCY3	9.14201
474	ENSG00000132906.13	CASP9	9.14088
17111	ENSG00000082515.12	MRPL22	9.13866
94	ENSG00000131584.14	ACAP3	9.13408
51821	ENSG00000157557.7	ETS2	9.1334
36344	ENSG00000023516.7	AKAP11	9.13097
53797	ENSG00000147050.10	KDM6A	9.12877
14890	ENSG00000164151.7	KIAA0947	9.12164
19195	ENSG00000146247.13	PHIP	9.12041
31330	ENSG00000156603.10	MED19	9.11992
1425	ENSG00000079277.15	MKNK1	9.11824
39838	ENSG00000245849.2	RAD51-AS1	9.11766
55432	ENSG00000063601.12	MTMR1	9.11549
43618	ENSG00000213977.3	TAX1BP3	9.10957
28024	ENSG00000181192.7	DHTKD1	9.10927
30556	ENSG00000254680.1	RP11-265D17.2	9.10756
2462	ENSG00000162775.10	RBM15	9.09889
50140	ENSG00000132635.12	PCED1A	9.09499
28105	ENSG00000165983.10	PTER	9.0947
50169	ENSG00000101220.13	C20orf27	9.08805
3692	ENSG00000213064.5	SFT2D2	9.0788
50512	ENSG00000197586.8	ENTPD6	9.07696
1385	ENSG00000132773.7	TOE1	9.07689
3363	ENSG00000198400.7	NTRK1	9.07553
26788	ENSG00000106723.12	SPIN1	9.07301
45278	ENSG00000260027.3	HOXB7	9.07234
9246	ENSG00000150995.13	ITPR1	9.0702
45963	ENSG00000257949.2	TEN1	9.0675
37051	ENSG00000126216.8	TUBGCP3	9.06672
3349	ENSG00000272068.1	RP11-284F21.9	9.06522
2807	ENSG00000186364.7	NUDT17	9.06313
18131	ENSG00000269293.2	ZSCAN16-AS1	9.06091
48053	ENSG00000104998.2	IL27RA	9.05817
17334	ENSG00000113719.11	ERGIC1	9.05788
47626	ENSG00000127663.10	KDM4B	9.05788
48235	ENSG00000130479.6	MAP1S	9.05738
45073	ENSG00000067596.6	DHX8	9.05396
47611	ENSG00000142002.12	DPP9	9.05293
34721	ENSG00000155957.12	TMBIM4	9.05283
27409	ENSG00000136935.9	GOLGA1	9.04954
11624	ENSG00000234851.3	RP11-3P17.3	9.04562
4272	ENSG00000159348.8	CYB5R1	9.04497
45545	ENSG00000141378.13	PTRH2	9.04132
48188	ENSG00000127511.5	SIN3B	9.03502
33958	ENSG00000139116.13	KIF21A	9.03435
33910	ENSG00000139131.8	YARS2	9.03293
16457	ENSG00000168944.11	CEP120	9.03068
34569	ENSG00000240771.2	ARHGEF25	9.03005
10392	ENSG00000163605.10	PPP4R2	9.02964
47341	ENSG00000101546.8	RBFA	9.02957
40581	ENSG00000156642.12	NPTN	9.02895
43338	ENSG00000131148.4	EMC8	9.02826
29877	ENSG00000107672.10	NSMCE4A	9.02535
50467	ENSG00000132661.3	NXT1	9.02474
45982	ENSG00000176170.9	SPHK1	9.02114
2617	ENSG00000143061.13	IGSF3	9.01896
3226	ENSG00000143515.12	ATP8B2	9.01606
18910	ENSG00000216775.2	RP1-152L7.5	9.01217
44458	ENSG00000160551.5	TAOK1	9.01163
27618	ENSG00000160563.9	MED27	9.0102
48608	ENSG00000213965.3	NUDT19	9.00997
37486	ENSG00000213983.7	AP1G2	9.00949
20587	ENSG00000008256.11	CYTH3	9.00268
27954	ENSG00000170525.14	PFKFB3	9.00091
38646	ENSG00000153485.5	TMEM251	8.99491
45852	ENSG00000166685.7	COG1	8.98156
35998	ENSG00000173141.4	MRP63	8.98036
39583	ENSG00000104067.12	TJP1	8.97892
8740	ENSG00000135912.6	TTLL4	8.97861
1560	ENSG00000134744.9	ZCCHC11	8.97514
6292	ENSG00000197223.7	C1D	8.97487
45908	ENSG00000180901.6	KCTD2	8.96979
1947	ENSG00000142892.10	PIGK	8.96419
27622	ENSG00000107290.9	SETX	8.96138
22804	ENSG00000157800.13	SLC37A3	8.96095
6488	ENSG00000115364.9	MRPL19	8.95948
6197	ENSG00000115504.10	EHBP1	8.95324
32850	ENSG00000076706.10	MCAM	8.95312
54952	ENSG00000186416.8	NKRF	8.95244
27228	ENSG00000119431.5	HDHD3	8.95047
7575	ENSG00000152127.4	MGAT5	8.94831
274	ENSG00000142599.13	RERE	8.94786
11605	ENSG00000213186.3	TRIM59	8.94764
4267	ENSG00000183155.4	RABIF	8.94648
20224	ENSG00000029639.6	TFB1M	8.94647
15383	ENSG00000172262.7	ZNF131	8.94032
3479	ENSG00000162729.9	IGSF8	8.93949
35880	ENSG00000072609.13	CHFR	8.93182
21547	ENSG00000146757.9	ZNF92	8.92313
14402	ENSG00000109756.4	RAPGEF2	8.92248
40397	ENSG00000138617.10	PARP16	8.9199
45245	ENSG00000167182.11	SP2	8.9185
52910	ENSG00000100139.9	MICALL1	8.91688
24060	ENSG00000147536.7	GINS4	8.91451
40228	ENSG00000255529.3	POLR2M	8.91386
19353	ENSG00000112159.7	MDN1	8.91162
21698	ENSG00000106077.14	ABHD11	8.90948
6358	ENSG00000075340.18	ADD2	8.90803
42123	ENSG00000183336.7	BOLA2	8.90793
6233	ENSG00000119844.10	AFTPH	8.90115
21727	ENSG00000174374.9	WBSCR16	8.89963
16398	ENSG00000172869.10	DMXL1	8.89677
1108	ENSG00000134698.10	AGO4	8.89478
41417	ENSG00000127561.10	SYNGR3	8.89308
36397	ENSG00000136152.10	COG3	8.89222
1907	ENSG00000254685.2	FPGT	8.8911
17883	ENSG00000137177.14	KIF13A	8.8886
44258	ENSG00000233098.4	RP11-344E13.3	8.8867
23838	ENSG00000147421.13	HMBOX1	8.88272
43697	ENSG00000234327.3	AC012146.7	8.8784
9851	ENSG00000185219.11	ZNF445	8.8779
19784	ENSG00000118518.11	RNF146	8.87769
6629	ENSG00000115561.10	CHMP3	8.87246
13350	ENSG00000169248.8	CXCL11	8.8645
43812	ENSG00000183011.9	LSMD1	8.86008
3789	ENSG00000135845.5	PIGC	8.85689
4193	ENSG00000118197.9	DDX59	8.85487
17435	ENSG00000160867.10	FGFR4	8.85422
55088	ENSG00000188706.8	ZDHHC9	8.84591
51721	ENSG00000205758.7	CRYZL1	8.8405
42697	ENSG00000125124.7	BBS2	8.83839
25057	ENSG00000154188.5	ANGPT1	8.83483
50593	ENSG00000126003.6	PLAGL2	8.83432
31817	ENSG00000110697.8	PITPNM1	8.83171
37509	ENSG00000092098.12	RNF31	8.8292
50768	ENSG00000132792.14	CTNNBL1	8.82678
29555	ENSG00000107816.13	LZTS2	8.82219
16041	ENSG00000247828.3	TMEM161B-AS1	8.81503
10074	ENSG00000114388.8	NPRL2	8.81492
41796	ENSG00000157045.4	NTAN1	8.81456
3627	ENSG00000143198.8	MGST3	8.81383
45854	ENSG00000141219.11	C17orf80	8.81204
49746	ENSG00000170906.11	NDUFA3	8.81009
34783	ENSG00000090382.2	LYZ	8.80635
23472	ENSG00000254093.4	PINX1	8.80631
26008	ENSG00000165271.12	NOL6	8.80592
17514	ENSG00000176783.10	RUFY1	8.80534
48033	ENSG00000037757.9	MRI1	8.80396
52588	ENSG00000133454.11	MYO18B	8.79929
22454	ENSG00000225546.1	RP11-328J2.1	8.7988
23195	ENSG00000184863.6	RBM33	8.7962
9589	ENSG00000187118.8	CMC1	8.79455
53183	ENSG00000100422.9	CERK	8.79339
6841	ENSG00000115042.5	FAHD2A	8.7927
22055	ENSG00000243554.1	AC004967.7	8.7904
4403	ENSG00000123836.10	PFKFB2	8.78913
44094	ENSG00000177302.10	TOP3A	8.78878
17265	ENSG00000233913.6	CTC-575D19.1	8.78797
31740	ENSG00000174996.7	KLC2	8.78722
44765	ENSG00000141141.10	DDX52	8.78495
15834	ENSG00000113163.11	COL4A3BP	8.78442
36696	ENSG00000188243.8	COMMD6	8.77948
50698	ENSG00000126001.11	CEP250	8.77302
37668	ENSG00000100890.11	KIAA0391	8.77066
54241	ENSG00000181704.7	YIPF6	8.76997
36667	ENSG00000083520.10	DIS3	8.76878
10856	ENSG00000121594.7	CD80	8.76493
54430	ENSG00000102390.6	PBDC1	8.76372
3243	ENSG00000163346.12	PBXIP1	8.76236
40921	ENSG00000073417.10	PDE8A	8.75928
22702	ENSG00000172331.7	BPGM	8.75545
22144	ENSG00000242294.2	STAG3L5P	8.75411
1967	ENSG00000162616.8	DNAJB4	8.75115
31502	ENSG00000134824.9	FADS2	8.75043
39932	ENSG00000168803.10	ADAL	8.75004
27653	ENSG00000148297.11	MED22	8.74805
5117	ENSG00000162852.9	CNST	8.74627
47561	ENSG00000007264.9	MATK	8.74485
2875	ENSG00000228626.1	RP11-495P10.9	8.74442
27030	ENSG00000136891.9	TEX10	8.74391
3905	ENSG00000057252.8	SOAT1	8.74306
17918	ENSG00000145996.7	CDKAL1	8.7426
16358	ENSG00000145782.8	ATG12	8.7374
18774	ENSG00000137221.10	TJAP1	8.73615
34231	ENSG00000110911.10	SLC11A2	8.73395
50181	ENSG00000205300.3	RP11-352D3.2	8.73104
17364	ENSG00000113742.8	CPEB4	8.73008
4659	ENSG00000272645.1	RP11-504P24.8	8.72947
